"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"New London School District","901152350","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","652"
"New London School District","901152350","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","221"
"New London School District","901152350","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","1964"
"New London School District","901152350","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","938"
"New London School District","901152350","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","213"
"New London School District","901152350","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","2342"
"New London School District","901152350","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","767"
"New London School District","901152350","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","144"
"New London School District","901152350","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","2321"
"New London School District","901152350","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","922"
"New London School District","901152350","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","138"
"New London School District","901152350","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","2925"
"New London School District","901152350","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","535"
"New London School District","901152350","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","99"
"New Milford School District","900552630","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","293"
"New Milford School District","900552630","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","4566"
"New Milford School District","900552630","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","175"
"New Milford School District","900552630","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","308"
"New Milford School District","900552630","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","4420"
"New Milford School District","900552630","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","194"
"New Milford School District","900552630","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","432"
"New Milford School District","900552630","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","4205"
"New Milford School District","900552630","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","246"
"New Milford School District","900552630","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","542"
"New Milford School District","900552630","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","4028"
"New Milford School District","900552630","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","203"
"New Milford School District","900552630","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","574"
"New Milford School District","900552630","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","3868"
"New Milford School District","900552630","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","246"
"New Milford School District","900552630","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","619"
"New Milford School District","900552630","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","3718"
"New Milford School District","900552630","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","283"
"New Milford School District","900552630","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","654"
"New Milford School District","900552630","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","3612"
"New Milford School District","900552630","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","238"
"New Milford School District","900552630","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","662"
"New Milford School District","900552630","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","3485"
"New Milford School District","900552630","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","215"
"New Milford School District","900552630","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","598"
"New Milford School District","900552630","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","3468"
"New Milford School District","900552630","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","179"
"New Milford School District","900552630","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","723"
"New Milford School District","900552630","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","3259"
"New Milford School District","900552630","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","235"
"Newtown School District","900152980","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","103"
"Newtown School District","900152980","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","5517"
"Newtown School District","900152980","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","43"
"Newtown School District","900152980","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","142"
"Newtown School District","900152980","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","5396"
"Newtown School District","900152980","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","74"
"Newtown School District","900152980","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","179"
"Newtown School District","900152980","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","5256"
"Newtown School District","900152980","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","75"
"Newtown School District","900152980","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","233"
"Newtown School District","900152980","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","5141"
"Newtown School District","900152980","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","90"
"Newtown School District","900152980","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","257"
"Newtown School District","900152980","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","4967"
"Newtown School District","900152980","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","92"
"Newtown School District","900152980","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","239"
"Newtown School District","900152980","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","4814"
"Newtown School District","900152980","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","106"
"Newtown School District","900152980","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","215"
"Newtown School District","900152980","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","4639"
"Newtown School District","900152980","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","66"
"Newtown School District","900152980","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","249"
"Newtown School District","900152980","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","4427"
"Newtown School District","900152980","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","91"
"Newtown School District","900152980","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","238"
"Newtown School District","900152980","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","4260"
"Newtown School District","900152980","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","90"
"Newtown School District","900152980","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","278"
"Newtown School District","900152980","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","4090"
"Newtown School District","900152980","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","102"
"Norfolk School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","12"
"Norfolk School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","149"
"Norfolk School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","7"
"Norfolk School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","15"
"Norfolk School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","136"
"Norfolk School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Norfolk School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","131"
"Norfolk School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","129"
"Norfolk School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","7"
"Norfolk School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","110"
"Norfolk School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","7"
"Norfolk School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","104"
"Norfolk School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Norfolk School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","9"
"Norfolk School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","99"
"Norfolk School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","9"
"Norfolk School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","16"
"Norfolk School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","92"
"Norfolk School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Norfolk School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","20"
"Norfolk School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","90"
"Norfolk School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Norfolk School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","21"
"Norfolk School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","73"
"Norfolk School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"North Branford School District","900953890","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","161"
"North Branford School District","900953890","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2174"
"North Branford School District","900953890","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","99"
"North Branford School District","900953890","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","153"
"North Branford School District","900953890","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2159"
"North Branford School District","900953890","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","89"
"North Branford School District","900953890","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","179"
"North Branford School District","900953890","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2058"
"North Branford School District","900953890","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","105"
"North Branford School District","900953890","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","219"
"North Branford School District","900953890","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1981"
"North Branford School District","900953890","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","93"
"North Branford School District","900953890","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","233"
"North Branford School District","900953890","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1869"
"North Branford School District","900953890","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","85"
"North Branford School District","900953890","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","193"
"North Branford School District","900953890","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1797"
"North Branford School District","900953890","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","104"
"North Branford School District","900953890","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","226"
"North Branford School District","900953890","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1694"
"North Branford School District","900953890","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","98"
"North Branford School District","900953890","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","256"
"North Branford School District","900953890","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1623"
"North Branford School District","900953890","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","90"
"North Branford School District","900953890","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","256"
"North Branford School District","900953890","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1540"
"North Branford School District","900953890","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","93"
"North Branford School District","900953890","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","258"
"North Branford School District","900953890","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1496"
"North Branford School District","900953890","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","88"
"North Canaan School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","45"
"North Canaan School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","295"
"North Canaan School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","19"
"North Canaan School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","44"
"North Canaan School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","278"
"North Canaan School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"North Canaan School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","40"
"North Canaan School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","278"
"North Canaan School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","10"
"North Canaan School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","58"
"North Canaan School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","241"
"North Canaan School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","19"
"North Canaan School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","56"
"North Canaan School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","239"
"North Canaan School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"North Canaan School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","63"
"North Canaan School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","242"
"North Canaan School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","10"
"North Canaan School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","51"
"North Canaan School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","231"
"North Canaan School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"North Canaan School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","52"
"North Canaan School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","212"
"North Canaan School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"North Canaan School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","49"
"North Canaan School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","196"
"North Canaan School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","15"
"North Canaan School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","56"
"North Canaan School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","210"
"North Canaan School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","12"
"North Haven School District","900954870","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","217"
"North Haven School District","900954870","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","3577"
"North Haven School District","900954870","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","103"
"North Haven School District","900954870","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","197"
"North Haven School District","900954870","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","3515"
"North Haven School District","900954870","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","124"
"North Haven School District","900954870","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","184"
"North Haven School District","900954870","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","3411"
"North Haven School District","900954870","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","117"
"North Haven School District","900954870","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","219"
"North Haven School District","900954870","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","3309"
"North Haven School District","900954870","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","96"
"North Haven School District","900954870","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","229"
"North Haven School District","900954870","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","3238"
"North Haven School District","900954870","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","113"
"North Haven School District","900954870","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","280"
"North Haven School District","900954870","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","3074"
"North Haven School District","900954870","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","183"
"North Haven School District","900954870","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","306"
"North Haven School District","900954870","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2977"
"North Haven School District","900954870","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","119"
"North Haven School District","900954870","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","324"
"North Haven School District","900954870","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2851"
"North Haven School District","900954870","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","137"
"North Haven School District","900954870","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","339"
"North Haven School District","900954870","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2709"
"North Haven School District","900954870","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","140"
"North Haven School District","900954870","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","331"
"North Haven School District","900954870","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2716"
"North Haven School District","900954870","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","115"
"North Stonington School District","901155500","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","95"
"North Stonington School District","901155500","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","669"
"North Stonington School District","901155500","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","41"
"North Stonington School District","901155500","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","77"
"North Stonington School District","901155500","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","669"
"North Stonington School District","901155500","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","48"
"North Stonington School District","901155500","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","83"
"North Stonington School District","901155500","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","644"
"North Stonington School District","901155500","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","65"
"North Stonington School District","901155500","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","85"
"North Stonington School District","901155500","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","660"
"North Stonington School District","901155500","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"North Stonington School District","901155500","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","85"
"North Stonington School District","901155500","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","660"
"North Stonington School District","901155500","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"North Stonington School District","901155500","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","112"
"North Stonington School District","901155500","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","629"
"North Stonington School District","901155500","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","23"
"North Stonington School District","901155500","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","118"
"North Stonington School District","901155500","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","603"
"North Stonington School District","901155500","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","30"
"North Stonington School District","901155500","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","103"
"North Stonington School District","901155500","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","625"
"North Stonington School District","901155500","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"North Stonington School District","901155500","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","108"
"North Stonington School District","901155500","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","602"
"North Stonington School District","901155500","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","18"
"North Stonington School District","901155500","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","85"
"North Stonington School District","901155500","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","634"
"North Stonington School District","901155500","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","12"
"Norwalk School District","900156060","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","2433"
"Norwalk School District","900156060","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","7569"
"Norwalk School District","900156060","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","727"
"Norwalk School District","900156060","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","2502"
"Norwalk School District","900156060","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","7589"
"Norwalk School District","900156060","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","751"
"Norwalk School District","900156060","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","3413"
"Norwalk School District","900156060","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","6643"
"Norwalk School District","900156060","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","906"
"Norwalk School District","900156060","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","3927"
"Norwalk School District","900156060","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","6357"
"Norwalk School District","900156060","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","859"
"Norwalk School District","900156060","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","4117"
"Norwalk School District","900156060","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","6181"
"Norwalk School District","900156060","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","885"
"Norwalk School District","900156060","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","4247"
"Norwalk School District","900156060","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","5901"
"Norwalk School District","900156060","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","1000"
"Norwalk School District","900156060","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","4533"
"Norwalk School District","900156060","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","5707"
"Norwalk School District","900156060","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","929"
"Norwalk School District","900156060","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","4173"
"Norwalk School District","900156060","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","6356"
"Norwalk School District","900156060","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","782"
"Norwalk School District","900156060","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","4864"
"Norwalk School District","900156060","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","5657"
"Norwalk School District","900156060","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","888"
"Norwalk School District","900156060","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","4999"
"Norwalk School District","900156060","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","5573"
"Norwalk School District","900156060","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","926"
"Norwich Free Academy District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","244"
"Norwich Free Academy District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1916"
"Norwich Free Academy District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","289"
"Norwich Free Academy District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","213"
"Norwich Free Academy District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2122"
"Norwich Free Academy District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","153"
"Norwich Free Academy District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","364"
"Norwich Free Academy District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1989"
"Norwich Free Academy District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","68"
"Norwich Free Academy District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","418"
"Norwich Free Academy District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1901"
"Norwich Free Academy District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","62"
"Norwich Free Academy District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","351"
"Norwich Free Academy District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1909"
"Norwich Free Academy District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","55"
"Norwich Free Academy District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","491"
"Norwich Free Academy District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1701"
"Norwich Free Academy District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","72"
"Norwich Free Academy District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","452"
"Norwich Free Academy District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1765"
"Norwich Free Academy District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","107"
"Norwich Free Academy District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","907"
"Norwich Free Academy District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1269"
"Norwich Free Academy District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","141"
"Norwich Free Academy District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","1071"
"Norwich Free Academy District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1082"
"Norwich Free Academy District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","129"
"Norwich Free Academy District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","997"
"Norwich Free Academy District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1212"
"Norwich Free Academy District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","129"
"Norwich School District","901156270","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","1767"
"Norwich School District","901156270","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1858"
"Norwich School District","901156270","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","445"
"Norwich School District","901156270","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","2005"
"Norwich School District","901156270","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1491"
"Norwich School District","901156270","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","508"
"Norwich School District","901156270","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","2117"
"Norwich School District","901156270","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1379"
"Norwich School District","901156270","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","450"
"Norwich School District","901156270","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","2322"
"Norwich School District","901156270","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1198"
"Norwich School District","901156270","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","357"
"Norwich School District","901156270","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","2403"
"Norwich School District","901156270","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1109"
"Norwich School District","901156270","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","371"
"Norwich School District","901156270","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","2247"
"Norwich School District","901156270","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1224"
"Norwich School District","901156270","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","398"
"Norwich School District","901156270","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","2378"
"Norwich School District","901156270","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1060"
"Norwich School District","901156270","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","366"
"Norwich School District","901156270","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","2403"
"Norwich School District","901156270","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","940"
"Norwich School District","901156270","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","421"
"Norwich School District","901156270","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","2451"
"Norwich School District","901156270","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","915"
"Norwich School District","901156270","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","339"
