"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Elm City Montessori School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","9"
"Elm City Montessori School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","61"
"Elm City Montessori School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"Elm City Montessori School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","17"
"Elm City Montessori School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","96"
"Elm City Montessori School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"Elm City Montessori School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","18"
"Elm City Montessori School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","122"
"Elm City Montessori School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"Enfield School District","900325990","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","1091"
"Enfield School District","900325990","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","4861"
"Enfield School District","900325990","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","421"
"Enfield School District","900325990","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","1234"
"Enfield School District","900325990","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","4648"
"Enfield School District","900325990","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","432"
"Enfield School District","900325990","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","1353"
"Enfield School District","900325990","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","4314"
"Enfield School District","900325990","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","452"
"Enfield School District","900325990","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","1426"
"Enfield School District","900325990","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","4110"
"Enfield School District","900325990","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","376"
"Enfield School District","900325990","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","1552"
"Enfield School District","900325990","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","3743"
"Enfield School District","900325990","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","378"
"Enfield School District","900325990","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","1552"
"Enfield School District","900325990","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","3542"
"Enfield School District","900325990","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","386"
"Enfield School District","900325990","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","1515"
"Enfield School District","900325990","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","3334"
"Enfield School District","900325990","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","376"
"Enfield School District","900325990","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","1606"
"Enfield School District","900325990","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","3176"
"Enfield School District","900325990","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","392"
"Enfield School District","900325990","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","1708"
"Enfield School District","900325990","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","3123"
"Enfield School District","900325990","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","358"
"Enfield School District","900325990","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","1766"
"Enfield School District","900325990","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","3143"
"Enfield School District","900325990","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","340"
"Essex School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","10"
"Essex School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","533"
"Essex School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Essex School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","19"
"Essex School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","569"
"Essex School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Essex School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","22"
"Essex School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","555"
"Essex School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","16"
"Essex School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","25"
"Essex School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","556"
"Essex School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"Essex School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","30"
"Essex School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","511"
"Essex School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","18"
"Essex School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","45"
"Essex School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","468"
"Essex School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","17"
"Essex School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","37"
"Essex School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","450"
"Essex School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","23"
"Essex School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","35"
"Essex School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","411"
"Essex School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Essex School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","27"
"Essex School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","376"
"Essex School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","17"
"Essex School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","20"
"Essex School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","330"
"Essex School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","21"
"Explorations District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","18"
"Explorations District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","60"
"Explorations District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","8"
